Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000100982.12	13.47	14.13	13.22	12.02	10.88	11.41	PCIF1	chr20	protein_coding	phosphorylated CTD interacting factor 1
ENSG00000162851.8	14.93	15.45	14.92	13.08	14.28	12.9	TFB2M	chr1	protein_coding	transcription factor B2, mitochondrial
ENSG00000258682.1	0.05	0.05	0.08	0.09	0.28	0.18	CTD-2002H8.2	chr14	lncRNA	--
ENSG00000164347.18	6.7	6.78	6.39	8.7	7.94	8.67	GFM2	chr5	protein_coding	GTP dependent ribosome recycling factor mitochondrial 2
ENSG00000117906.14	6.55	6.65	6.79	8.21	8.04	8.42	RCN2	chr15	protein_coding	reticulocalbin 2
ENSG00000257691.2	0.0	0.0	0.0	0.09	0.0	0.0	RP11-345J4.1	chr16	processed_pseudogene	--
ENSG00000188916.9	0.21	0.18	0.16	0.74	0.65	0.62	INSYN2A	chr10	protein_coding	inhibitory synaptic factor 2A
ENSG00000162650.17	0.45	0.63	0.56	0.4	0.49	0.39	ATXN7L2	chr1	protein_coding	ataxin 7 like 2
ENSG00000165078.13	0.13	0.01	0.11	0.12	0.02	0.02	CPA6	chr8	protein_coding	carboxypeptidase A6
ENSG00000071282.12	3.16	2.85	3.12	3.17	2.84	2.93	LMCD1	chr3	protein_coding	LIM and cysteine rich domains 1
ENSG00000108389.10	2.35	2.48	2.3	2.54	2.26	2.68	MTMR4	chr17	protein_coding	myotubularin related protein 4
ENSG00000242522.1	0.0	0.06	0.05	0.37	0.16	0.05	KLHL6-AS1	chr3	lncRNA	KLHL6 antisense RNA 1
ENSG00000255774.2	3.49	2.9	3.94	4.28	3.28	3.12	LINC02747	chr11	lncRNA	long intergenic non-protein coding RNA 2747
ENSG00000214244.4	0.0	0.0	0.0	0.0	0.03	0.0	SETP21	chr5	processed_pseudogene	SET pseudogene 21
ENSG00000256453.2	0.84	1.29	0.79	1.55	1.74	1.81	DND1	chr5	protein_coding	DND microRNA-mediated repression inhibitor 1
ENSG00000272247.1	0.0	0.04	0.03	0.04	0.32	0.04	RP11-379F4.9	chr3	lncRNA	--
ENSG00000151923.18	10.86	11.0	11.63	11.96	11.66	12.09	TIAL1	chr10	protein_coding	TIA1 cytotoxic granule associated RNA binding protein like 1
ENSG00000136305.11	1.4	1.14	1.41	0.7	0.84	0.99	CIDEB	chr14	protein_coding	cell death inducing DFFA like effector b
ENSG00000257264.5	0.04	0.0	0.03	0.08	0.08	0.19	MIR3179-1	chr16	lncRNA	microRNA 3179-1
ENSG00000205238.10	0.0	0.0	0.0	0.01	0.0	0.01	SPDYE2	chr7	protein_coding	speedy/RINGO cell cycle regulator family member E2
ENSG00000115289.14	9.93	9.31	10.35	9.42	8.83	9.29	PCGF1	chr2	protein_coding	polycomb group ring finger 1
ENSG00000225873.4	0.05	0.08	0.1	0.37	0.33	0.26	C3orf86	chr3	transcribed_unitary_pseudogene	chromosome 3 putative open reading frame 86
ENSG00000109424.4	0.03	0.06	0.03	0.0	0.0	0.02	UCP1	chr4	protein_coding	uncoupling protein 1
ENSG00000141027.21	3.28	3.28	3.47	4.35	4.43	4.71	NCOR1	chr17	protein_coding	nuclear receptor corepressor 1
ENSG00000243243.5	0.06	0.0	0.08	0.32	0.58	0.11	AC073130.3	chr7	lncRNA	--
ENSG00000196634.3	0.0	0.0	0.0	0.12	0.06	0.0	LUADT1	chr6	lncRNA	lung adenocarcinoma associated transcript 1
ENSG00000111057.11	1946.66	1675.44	1824.1	1156.8	984.5	939.24	KRT18	chr12	protein_coding	keratin 18
ENSG00000151164.19	0.11	0.13	0.13	0.07	0.2	0.05	RAD9B	chr12	protein_coding	RAD9 checkpoint clamp component B
ENSG00000196715.7	11.74	12.06	11.91	13.14	12.96	12.74	VKORC1L1	chr7	protein_coding	vitamin K epoxide reductase complex subunit 1 like 1
ENSG00000164305.19	6.51	6.31	7.0	4.97	5.05	5.65	CASP3	chr4	protein_coding	caspase 3
ENSG00000030066.13	4.2	4.21	4.3	3.37	3.25	3.3	NUP160	chr11	protein_coding	nucleoporin 160
ENSG00000214999.3	1.1	0.65	1.09	0.95	0.68	0.89	AC129492.6	chr17	lncRNA	--
ENSG00000146373.17	1.1	1.12	1.2	2.48	2.46	2.76	RNF217	chr6	protein_coding	ring finger protein 217
ENSG00000237280.1	0.04	0.0	0.0	0.0	0.0	0.0	RP11-96C23.9	chr10	lncRNA	--
ENSG00000116032.5	0.37	0.3	0.32	0.51	0.46	0.52	GRIN3B	chr19	protein_coding	glutamate ionotropic receptor NMDA type subunit 3B
ENSG00000234383.1	0.0	0.0	0.02	0.0	0.0	0.0	CTBP2P8	chr1	processed_pseudogene	CTBP2 pseudogene 8
ENSG00000225988.1	0.04	0.0	0.0	0.0	0.0	0.0	LAMP5-AS1	chr20	lncRNA	LAMP5 antisense RNA 1
ENSG00000227827.3	0.19	0.22	0.17	0.21	0.17	0.23	PKD1P2	chr16	unprocessed_pseudogene	polycystin 1, transient receptor potential channel interacting pseudogene 2
ENSG00000279786.1	0.03	0.15	0.12	0.26	0.18	0.19	CTD-2014D20.1	chr8	TEC	--
ENSG00000234981.1	0.07	0.0	0.06	0.07	0.07	0.0	RP11-534L20.4	chr1	processed_pseudogene	--
ENSG00000119280.17	4.82	4.77	4.66	6.93	7.98	7.37	C1orf198	chr1	protein_coding	chromosome 1 open reading frame 198
ENSG00000205129.9	0.12	0.11	0.17	0.17	0.49	0.17	C4orf47	chr4	protein_coding	chromosome 4 open reading frame 47
ENSG00000109220.11	3.62	2.91	2.07	2.79	3.34	3.1	CHIC2	chr4	protein_coding	cysteine rich hydrophobic domain 2
ENSG00000156711.17	0.02	0.03	0.0	0.09	0.04	0.05	MAPK13	chr6	protein_coding	mitogen-activated protein kinase 13
ENSG00000205293.5	0.05	0.05	0.02	0.03	0.03	0.06	LINC01602	chr8	lncRNA	long intergenic non-protein coding RNA 1602
ENSG00000229852.4	0.08	0.07	0.12	0.24	0.18	0.16	RP11-398K22.12	chr6	lncRNA	--
ENSG00000282968.1	0.0	0.0	0.0	0.0	0.0	0.05	AGGF1P10	chr20	processed_pseudogene	angiogenic factor with G-patch and FHA domains 1 pseudogene 10
ENSG00000148143.13	0.31	0.33	0.28	0.41	0.47	0.55	ZNF462	chr9	protein_coding	zinc finger protein 462
ENSG00000144649.9	0.0	0.0	0.0	0.01	0.01	0.01	GASK1A	chr3	protein_coding	golgi associated kinase 1A
ENSG00000236165.1	0.0	0.12	0.0	0.0	0.0	0.0	PRADC1P1	chr3	processed_pseudogene	protease associated domain containing 1 pseudogene 1
ENSG00000274937.1	0.0	0.0	0.0	0.0	0.06	0.0	CTD-2311M21.4	chr15	lncRNA	--
ENSG00000111540.16	9.02	8.39	8.87	11.33	10.88	11.85	RAB5B	chr12	protein_coding	RAB5B, member RAS oncogene family
ENSG00000143321.19	108.21	108.07	107.71	102.82	97.14	99.48	HDGF	chr1	protein_coding	heparin binding growth factor
ENSG00000236439.4	18.13	17.0	20.28	15.42	16.32	15.67	RP11-175B9.3	chr1	processed_pseudogene	--
ENSG00000232034.1	0.3	0.25	0.13	0.04	0.34	0.22	AC092168.2	chr2	lncRNA	--
ENSG00000273493.1	0.18	0.0	0.0	0.17	0.17	0.0	RP11-80H18.4	chr3	lncRNA	--
ENSG00000259112.2	107.52	108.77	110.84	76.25	66.52	63.27	NDUFC2-KCTD14	chr11	protein_coding	NDUFC2-KCTD14 readthrough
ENSG00000108433.17	2.3	2.44	2.29	2.4	2.24	2.41	GOSR2	chr17	protein_coding	golgi SNAP receptor complex member 2
ENSG00000279331.1	0.04	0.0	0.0	0.0	0.16	0.04	RBM12B-AS1	chr8	TEC	RBM12B antisense RNA 1
ENSG00000115268.10	263.99	262.02	268.28	223.5	202.74	190.23	RPS15	chr19	protein_coding	ribosomal protein S15
ENSG00000235865.2	0.02	0.0	0.01	0.01	0.01	0.0	GSN-AS1	chr9	lncRNA	GSN antisense RNA 1
ENSG00000099769.6	0.01	0.03	0.05	0.07	0.05	0.03	IGFALS	chr16	protein_coding	insulin like growth factor binding protein acid labile subunit
ENSG00000272855.1	0.0	0.0	0.05	0.0	0.17	0.0	RP5-1102E8.3	chr1	lncRNA	--
ENSG00000185972.6	0.0	0.0	0.0	0.0	0.03	0.0	CCIN	chr9	protein_coding	calicin
ENSG00000286472.1	0.0	0.0	0.0	0.14	0.08	0.02	RP4-738P15.7	chr20	lncRNA	--
ENSG00000283930.1	0.02	0.04	0.02	0.03	0.04	0.05	PLD5P1	chr10	protein_coding	PLD5 pseudogene 1
ENSG00000231769.3	0.0	0.03	0.0	0.0	0.03	0.01	RP1-8B1.4	chr6	lncRNA	--
ENSG00000135763.10	2.35	2.37	2.06	1.91	1.85	1.99	URB2	chr1	protein_coding	URB2 ribosome biogenesis homolog
ENSG00000261839.1	0.0	0.03	0.01	0.06	0.01	0.03	RP1-265C24.8	chr6	lncRNA	--
ENSG00000283674.3	0.01	0.01	0.02	0.02	0.03	0.03	RP11-419I17.1	chr8	lncRNA	--
ENSG00000277117.5	0.02	0.02	0.0	0.0	0.02	0.0	CH507-9B2.1	chr21	protein_coding	--
ENSG00000173801.17	24.83	21.64	24.11	55.43	50.97	52.22	JUP	chr17	protein_coding	junction plakoglobin
ENSG00000160602.14	0.77	0.68	0.94	1.82	1.59	1.57	NEK8	chr17	protein_coding	NIMA related kinase 8
ENSG00000144119.4	0.0	0.0	0.0	0.0	0.0	0.01	C1QL2	chr2	protein_coding	complement C1q like 2
ENSG00000283020.1	0.0	0.0	0.1	0.0	0.07	0.0	DUX4L37	chr20	unprocessed_pseudogene	double homeobox 4 like 37 (pseudogene)
ENSG00000239831.1	0.16	0.18	0.07	0.15	0.23	0.15	RNF7P1	chr3	processed_pseudogene	ring finger protein 7 pseudogene 1
ENSG00000256542.2	0.36	0.2	0.37	0.22	0.22	0.17	RP13-895J2.3	chr12	lncRNA	--
ENSG00000221963.6	0.83	0.89	0.97	0.83	0.98	0.84	APOL6	chr22	protein_coding	apolipoprotein L6
ENSG00000101384.12	4.17	4.42	4.56	6.83	6.86	7.25	JAG1	chr20	protein_coding	jagged canonical Notch ligand 1
ENSG00000207357.1	0.51	0.28	0.44	0.0	0.25	0.24	RNU6-2	chr19	snRNA	RNA, U6 small nuclear 2
ENSG00000235605.1	0.5	0.48	0.53	0.36	0.37	0.48	RP5-827C21.1	chr1	processed_pseudogene	--
ENSG00000145721.12	0.0	0.0	0.0	0.01	0.0	0.0	LIX1	chr5	protein_coding	limb and CNS expressed 1
ENSG00000171621.14	10.81	10.51	10.18	11.32	10.44	10.49	SPSB1	chr1	protein_coding	splA/ryanodine receptor domain and SOCS box containing 1
ENSG00000231341.1	0.0	0.0	0.0	0.03	0.0	0.0	VDAC1P6	chrY	processed_pseudogene	voltage dependent anion channel 1 pseudogene 6
ENSG00000169564.7	252.34	257.22	254.19	203.69	205.48	201.15	PCBP1	chr2	protein_coding	poly(rC) binding protein 1
ENSG00000136451.9	6.54	7.36	7.34	9.25	8.62	9.9	VEZF1	chr17	protein_coding	vascular endothelial zinc finger 1
ENSG00000233085.5	0.18	0.08	0.25	0.18	0.14	0.11	XXyac-YX65C7_A.3	chr6	lncRNA	--
ENSG00000237664.1	0.0	0.07	0.0	0.0	0.06	0.0	LINC00316	chr21	lncRNA	long intergenic non-protein coding RNA 316
ENSG00000244968.7	0.03	0.03	0.05	0.09	0.15	0.13	LIFR-AS1	chr5	lncRNA	LIFR antisense RNA 1
ENSG00000126767.18	8.54	8.4	7.91	8.06	7.78	8.1	ELK1	chrX	protein_coding	ETS transcription factor ELK1
ENSG00000138709.19	1.08	1.08	1.16	0.83	1.05	0.96	LARP1B	chr4	protein_coding	La ribonucleoprotein 1B
ENSG00000157796.18	0.39	0.47	0.51	0.64	0.68	0.72	WDR19	chr4	protein_coding	WD repeat domain 19
ENSG00000283696.1	0.03	0.15	0.05	0.03	0.08	0.03	RP11-122G18.12	chr1	lncRNA	--
ENSG00000265407.1	0.0	0.0	0.0	0.37	0.0	0.0	MIR4324	chr19	miRNA	microRNA 4324
ENSG00000159840.16	36.94	39.26	37.52	41.66	40.43	37.27	ZYX	chr7	protein_coding	zyxin
ENSG00000122644.13	8.98	8.99	9.22	9.36	9.32	9.31	ARL4A	chr7	protein_coding	ADP ribosylation factor like GTPase 4A
ENSG00000239779.7	1.06	0.84	1.04	1.58	1.13	1.19	WBP1	chr2	protein_coding	WW domain binding protein 1
ENSG00000240770.5	0.0	0.0	0.05	0.03	0.03	0.03	C21orf91-OT1	chr21	lncRNA	C21orf91 overlapping transcript 1
ENSG00000235884.4	0.8	0.8	1.23	0.8	0.61	0.64	LINC00941	chr12	lncRNA	long intergenic non-protein coding RNA 941
ENSG00000273451.1	0.0	0.0	0.0	0.08	0.0	0.0	RP4-569M23.4	chr20	lncRNA	--
ENSG00000119314.16	10.47	11.54	10.75	10.71	10.38	11.19	PTBP3	chr9	protein_coding	polypyrimidine tract binding protein 3
ENSG00000105281.12	64.83	63.8	64.58	94.93	88.18	89.7	SLC1A5	chr19	protein_coding	solute carrier family 1 member 5
ENSG00000100154.14	0.4	0.37	0.48	0.61	0.66	0.69	TTC28	chr22	protein_coding	tetratricopeptide repeat domain 28
ENSG00000124074.12	2.16	2.06	2.54	1.85	1.55	1.7	ENKD1	chr16	protein_coding	enkurin domain containing 1
ENSG00000160226.16	1.07	0.92	0.91	1.29	1.21	1.14	CFAP410	chr21	protein_coding	cilia and flagella associated protein 410
ENSG00000161609.10	0.0	0.01	0.0	0.0	0.0	0.02	KASH5	chr19	protein_coding	KASH domain containing 5
ENSG00000121075.11	0.03	0.03	0.01	0.04	0.03	0.02	TBX4	chr17	protein_coding	T-box transcription factor 4
ENSG00000277701.5	0.01	0.02	0.01	0.12	0.09	0.09	RP11-734K23.9	chr2	lncRNA	--
ENSG00000228486.10	0.03	0.06	0.04	0.09	0.11	0.11	C2orf92	chr2	protein_coding	chromosome 2 open reading frame 92
ENSG00000273598.1	0.04	0.0	0.08	0.08	0.04	0.04	PMS2P6	chr7	transcribed_unprocessed_pseudogene	PMS1 homolog 2, mismatch repair system component pseudogene 6
ENSG00000225739.1	0.0	0.0	0.0	0.04	0.0	0.0	NPM1P18	chr7	processed_pseudogene	nucleophosmin 1 pseudogene 18
ENSG00000175221.15	4.55	4.41	4.2	2.85	2.69	2.82	MED16	chr19	protein_coding	mediator complex subunit 16
ENSG00000170632.14	7.34	7.73	7.82	5.84	5.71	5.65	ARMC10	chr7	protein_coding	armadillo repeat containing 10
ENSG00000276302.1	0.0	0.05	0.0	0.0	0.0	0.0	RP5-874C20.8	chr6	protein_coding	--
ENSG00000165512.5	2.37	2.38	2.56	3.65	3.39	3.87	ZNF22	chr10	protein_coding	zinc finger protein 22
ENSG00000248898.3	0.02	0.01	0.03	0.01	0.1	0.02	CTD-2288O8.1	chr5	lncRNA	--
ENSG00000179364.14	2.71	2.78	2.79	4.53	4.23	4.33	PACS2	chr14	protein_coding	phosphofurin acidic cluster sorting protein 2
ENSG00000105982.17	0.27	0.27	0.25	0.39	0.6	0.47	RNF32	chr7	protein_coding	ring finger protein 32
ENSG00000271725.1	0.06	0.0	0.05	0.06	0.06	0.0	RP11-761I4.4	chr15	lncRNA	--
ENSG00000188662.6	0.0	0.0	0.0	0.11	0.13	0.04	H1-9P	chr17	transcribed_unitary_pseudogene	H1.9 linker histone, pseudogene
ENSG00000102981.10	2.55	1.99	2.41	2.82	2.14	2.31	PARD6A	chr16	protein_coding	par-6 family cell polarity regulator alpha
ENSG00000226472.8	0.0	0.05	0.06	0.11	0.03	0.09	RP11-551L14.4	chr12	transcribed_unprocessed_pseudogene	--
ENSG00000267458.1	30.57	29.3	26.71	26.48	28.62	21.92	CTC-425F1.4	chr19	lncRNA	--
ENSG00000204396.11	0.54	0.49	0.5	1.02	0.98	0.87	VWA7	chr6	protein_coding	von Willebrand factor A domain containing 7
ENSG00000136715.19	3.71	3.9	3.41	3.97	3.8	4.15	SAP130	chr2	protein_coding	Sin3A associated protein 130
ENSG00000065054.14	14.64	13.84	14.65	20.6	18.83	19.77	SLC9A3R2	chr16	protein_coding	SLC9A3 regulator 2
ENSG00000258412.1	0.0	0.0	0.0	0.11	0.0	0.0	RP11-404P21.5	chr14	lncRNA	--
ENSG00000226862.1	0.0	0.0	0.3	0.5	0.34	0.08	RP11-569A11.1	chr1	lncRNA	--
ENSG00000189233.12	0.03	0.02	0.01	0.0	0.02	0.01	NUGGC	chr8	protein_coding	nuclear GTPase, germinal center associated
ENSG00000257270.1	1.35	1.42	2.0	1.18	2.04	1.65	RP11-521B24.5	chr14	lncRNA	--
ENSG00000171408.14	0.18	0.22	0.28	0.78	0.77	0.93	PDE7B	chr6	protein_coding	phosphodiesterase 7B
ENSG00000216867.2	0.0	0.0	0.0	0.0	0.0	0.07	RPL22P12	chr2	processed_pseudogene	ribosomal protein L22 pseudogene 12
ENSG00000243701.7	0.27	0.27	0.29	0.37	0.42	0.43	DUBR	chr3	lncRNA	DPPA2 upstream binding RNA
ENSG00000286861.1	0.0	0.0	0.01	0.03	0.03	0.08	RP11-1012A1.11	chr14	lncRNA	--
ENSG00000137992.15	0.63	0.78	0.57	1.21	1.12	1.29	DBT	chr1	protein_coding	dihydrolipoamide branched chain transacylase E2
ENSG00000241324.1	0.0	0.0	0.0	0.1	0.0	0.0	RP5-921G16.2	chr7	lncRNA	--
ENSG00000164405.11	78.43	68.56	73.23	32.97	28.74	26.6	UQCRQ	chr5	protein_coding	ubiquinol-cytochrome c reductase complex III subunit VII
ENSG00000163393.13	0.22	0.25	0.22	0.54	0.35	0.53	SLC22A15	chr1	protein_coding	solute carrier family 22 member 15
ENSG00000232636.2	0.0	0.0	0.04	0.0	0.0	0.0	RP11-342C20.2	chr13	lncRNA	--
ENSG00000171103.11	7.06	6.93	7.68	8.98	8.29	8.16	TRMT61B	chr2	protein_coding	tRNA methyltransferase 61B
ENSG00000159882.13	0.39	0.31	0.42	0.85	0.95	0.88	ZNF230	chr19	protein_coding	zinc finger protein 230
ENSG00000214050.8	0.8	0.91	0.85	1.02	0.86	0.93	FBXO16	chr8	protein_coding	F-box protein 16
ENSG00000151576.10	2.86	3.25	2.86	2.66	2.68	2.7	QTRT2	chr3	protein_coding	queuine tRNA-ribosyltransferase accessory subunit 2
ENSG00000106853.20	144.47	136.01	139.53	146.17	134.49	140.6	PTGR1	chr9	protein_coding	prostaglandin reductase 1
ENSG00000110700.7	343.07	346.05	339.19	314.98	289.0	281.93	RPS13	chr11	protein_coding	ribosomal protein S13
ENSG00000262112.1	0.76	1.18	0.61	0.39	0.6	0.29	RP11-670E13.5	chr17	lncRNA	--
ENSG00000105486.14	11.46	10.76	10.64	8.45	8.55	7.94	LIG1	chr19	protein_coding	DNA ligase 1
ENSG00000274215.1	0.22	0.35	0.08	0.13	0.18	0.17	CTD-2313J17.6	chr15	lncRNA	--
ENSG00000125505.17	17.57	18.02	17.67	21.29	20.0	19.5	MBOAT7	chr19	protein_coding	membrane bound O-acyltransferase domain containing 7
ENSG00000138794.10	6.48	5.55	5.5	6.14	6.78	6.83	CASP6	chr4	protein_coding	caspase 6
ENSG00000206785.1	0.0	0.0	0.0	0.0	0.0	0.39	SNORA15B-2	chr7	snoRNA	small nucleolar RNA, H/ACA box 15B-2
ENSG00000275669.1	0.0	0.0	0.0	0.0	0.0	0.4	MIR6744	chr11	miRNA	microRNA 6744
ENSG00000204572.10	0.0	0.0	0.02	0.04	0.0	0.02	KRTAP5-10	chr11	protein_coding	keratin associated protein 5-10
ENSG00000272602.6	1.14	0.62	0.92	1.19	1.34	1.47	ZNF595	chr4	protein_coding	zinc finger protein 595
ENSG00000162739.14	0.01	0.02	0.0	0.0	0.0	0.0	SLAMF6	chr1	protein_coding	SLAM family member 6
ENSG00000235016.1	0.3	0.24	0.24	0.53	0.39	0.33	SEMA3F-AS1	chr3	lncRNA	SEMA3F antisense RNA 1
ENSG00000273473.1	0.05	0.05	0.12	0.05	0.09	0.23	LL09NC01-139C3.1	chr9	lncRNA	--
ENSG00000250444.1	0.0	0.0	0.01	0.0	0.0	0.0	CCT5P1	chr5	processed_pseudogene	chaperonin containing TCP1 subunit 5 pseudogene 1
ENSG00000136197.13	2.29	2.66	2.36	4.07	4.06	4.37	C7orf25	chr7	protein_coding	chromosome 7 open reading frame 25
ENSG00000232268.7	0.0	0.0	0.0	0.03	0.0	0.0	OR52I1	chr11	protein_coding	olfactory receptor family 52 subfamily I member 1
ENSG00000132341.12	171.79	173.1	169.48	128.92	125.16	124.7	RAN	chr12	protein_coding	RAN, member RAS oncogene family
ENSG00000133794.20	0.94	0.79	1.03	1.11	1.05	1.07	ARNTL	chr11	protein_coding	aryl hydrocarbon receptor nuclear translocator like
ENSG00000235029.1	0.22	0.0	0.06	0.21	0.0	0.0	MNX1-AS2	chr7	lncRNA	MNX1 antisense RNA 2
ENSG00000132622.11	0.49	0.4	0.43	0.47	0.44	0.42	HSPA12B	chr20	protein_coding	heat shock protein family A (Hsp70) member 12B
ENSG00000235194.9	0.4	0.34	0.38	1.45	1.13	1.3	PPP1R3E	chr14	protein_coding	protein phosphatase 1 regulatory subunit 3E
ENSG00000173744.18	12.96	13.03	14.16	13.65	13.07	14.09	AGFG1	chr2	protein_coding	ArfGAP with FG repeats 1
ENSG00000139197.11	5.18	5.02	5.17	5.71	5.95	5.42	PEX5	chr12	protein_coding	peroxisomal biogenesis factor 5
ENSG00000260855.1	0.04	0.06	0.11	0.17	0.04	0.14	RP11-439E19.10	chr1	lncRNA	--
ENSG00000228719.1	0.0	0.0	0.0	0.28	0.29	0.21	RP5-1119A7.14	chr22	lncRNA	--
ENSG00000064012.22	3.46	3.54	3.95	5.35	5.14	5.04	CASP8	chr2	protein_coding	caspase 8
ENSG00000263368.1	0.03	0.07	0.0	0.09	0.48	0.31	RP11-720N19.1	chr17	processed_pseudogene	--
ENSG00000136153.20	1.88	2.36	2.28	2.45	2.44	2.55	LMO7	chr13	protein_coding	LIM domain 7
ENSG00000253428.1	0.64	0.12	0.37	1.33	0.89	1.63	LINC01942	chr5	lncRNA	long intergenic non-protein coding RNA 1942
ENSG00000277352.1	0.08	0.05	0.11	0.08	0.04	0.0	KB-68A7.2	chr21	lncRNA	--
ENSG00000260588.1	0.0	0.02	0.03	0.0	0.02	0.07	RP11-930P14.2	chr8	lncRNA	--
ENSG00000132623.16	2.58	2.69	2.68	2.86	3.14	3.1	ANKEF1	chr20	protein_coding	ankyrin repeat and EF-hand domain containing 1
ENSG00000198561.16	0.56	0.69	0.75	0.96	0.88	0.81	CTNND1	chr11	protein_coding	catenin delta 1
ENSG00000176406.23	0.01	0.01	0.01	0.02	0.02	0.04	RIMS2	chr8	protein_coding	regulating synaptic membrane exocytosis 2
ENSG00000271966.1	0.0	0.05	0.11	0.19	0.38	0.4	ARFGEF1-DT	chr8	lncRNA	ARFGEF1 divergent transcript
ENSG00000202058.1	0.0	0.11	0.25	0.0	0.28	0.19	RN7SKP80	chr22	misc_RNA	RN7SK pseudogene 80
ENSG00000219797.2	0.0	0.0	0.0	0.0	0.05	0.0	PPIAP9	chr6	processed_pseudogene	peptidylprolyl isomerase A pseudogene 9
ENSG00000159899.15	0.46	0.57	0.64	1.44	1.28	1.15	NPR2	chr9	protein_coding	natriuretic peptide receptor 2
ENSG00000226403.2	0.43	0.14	0.15	0.1	0.33	0.25	RP11-31F19.1	chr9	lncRNA	--
ENSG00000163344.6	27.76	27.72	28.0	38.83	34.16	34.7	PMVK	chr1	protein_coding	phosphomevalonate kinase
ENSG00000249212.1	0.0	0.1	0.03	0.0	0.06	0.09	ATP1B1P1	chr4	unprocessed_pseudogene	ATPase Na+/K+ transporting subunit beta 1 pseudogene 1
ENSG00000134470.21	0.51	0.74	0.7	0.46	0.54	0.49	IL15RA	chr10	protein_coding	interleukin 15 receptor subunit alpha
ENSG00000263602.1	0.0	0.0	0.34	0.0	0.39	0.39	MIR3185	chr17	miRNA	microRNA 3185
ENSG00000157617.17	0.81	0.73	0.87	0.66	0.7	0.77	C2CD2	chr21	protein_coding	C2 calcium dependent domain containing 2
ENSG00000264812.1	0.12	0.0	0.38	0.12	0.2	0.15	RP13-20L14.4	chr17	lncRNA	--
ENSG00000287838.1	0.0	0.0	0.0	0.0	0.0	0.03	RP11-290L7.6	chr9	lncRNA	--
ENSG00000127720.8	0.71	0.64	0.67	0.69	0.57	0.64	METTL25	chr12	protein_coding	methyltransferase like 25
ENSG00000128573.26	0.0	0.01	0.01	0.01	0.02	0.01	FOXP2	chr7	protein_coding	forkhead box P2
ENSG00000069011.16	7.34	7.07	7.66	9.52	9.37	9.58	PITX1	chr5	protein_coding	paired like homeodomain 1
ENSG00000278351.1	0.0	0.0	0.0	0.1	0.0	0.0	RP11-139E19.3	chr12	lncRNA	--
ENSG00000225173.1	0.35	0.21	0.17	0.3	0.57	0.66	XXbac-BPG308K3.5	chr6	lncRNA	--
ENSG00000229822.2	0.0	0.0	0.0	0.0	0.07	0.0	RPS15AP39	chrX	processed_pseudogene	ribosomal protein S15a pseudogene 39
ENSG00000116688.18	4.92	5.3	4.89	4.24	4.12	4.52	MFN2	chr1	protein_coding	mitofusin 2
ENSG00000149782.13	3.97	4.04	4.19	2.99	2.68	2.86	PLCB3	chr11	protein_coding	phospholipase C beta 3
ENSG00000256364.1	1.02	1.03	1.19	0.99	2.45	2.22	RP11-173P15.3	chr12	lncRNA	--
ENSG00000092621.13	4.53	4.19	4.49	7.02	7.05	6.63	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
ENSG00000277170.1	0.17	0.25	0.54	0.27	0.06	0.11	RP11-295D4.4	chr16	lncRNA	--
ENSG00000116455.14	11.13	11.2	10.94	8.82	9.0	8.59	WDR77	chr1	protein_coding	WD repeat domain 77
ENSG00000272654.1	0.1	0.02	0.23	0.69	0.51	0.57	RP11-422P24.11	chr1	lncRNA	--
ENSG00000178248.11	0.0	0.0	0.0	0.0	0.0	0.02	FAM230I	chr22	lncRNA	family with sequence similarity 230 member I
ENSG00000133935.7	27.78	27.08	28.19	18.93	16.1	15.24	ERG28	chr14	protein_coding	ergosterol biosynthesis 28 homolog
ENSG00000284691.1	0.77	0.69	0.71	1.18	1.02	1.14	RP11-511P7.5	chr7	protein_coding	--
ENSG00000165121.11	0.17	0.18	0.27	0.56	0.47	0.46	RP11-213G2.3	chr9	transcribed_unprocessed_pseudogene	--
ENSG00000237133.1	0.08	0.0	0.28	0.08	0.0	0.31	RASGRP3-AS1	chr2	lncRNA	RASGRP3 antisense RNA 1
ENSG00000142192.21	46.98	47.4	45.2	66.44	64.46	70.63	APP	chr21	protein_coding	amyloid beta precursor protein
ENSG00000218052.5	0.03	0.03	0.03	0.04	0.04	0.04	ADAMTS7P4	chr15	transcribed_unprocessed_pseudogene	ADAMTS7 pseudogene 4
ENSG00000019505.8	1.43	1.71	1.6	1.82	1.6	1.89	SYT13	chr11	protein_coding	synaptotagmin 13
ENSG00000227549.2	0.0	0.0	0.02	0.02	0.02	0.0	AC116035.2	chr3	lncRNA	--
ENSG00000284669.1	0.02	0.01	0.01	0.02	0.03	0.06	RP11-331G2.8	chr3	lncRNA	--
ENSG00000108639.8	51.81	51.03	52.43	51.08	46.0	44.1	SYNGR2	chr17	protein_coding	synaptogyrin 2
ENSG00000163424.9	0.01	0.0	0.0	0.0	0.0	0.0	TEX55	chr3	protein_coding	testis expressed 55
ENSG00000138669.10	0.13	0.09	0.08	0.2	0.18	0.17	PRKG2	chr4	protein_coding	protein kinase cGMP-dependent 2
ENSG00000166596.15	0.02	0.04	0.01	0.0	0.03	0.03	CFAP52	chr17	protein_coding	cilia and flagella associated protein 52
