Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000173227.14	85	88	87	111	84	95	SYT12	chr11	protein_coding	synaptotagmin 12
ENSG00000147669.11	1854	1673	2371	2272	2186	2175	POLR2K	chr8	protein_coding	RNA polymerase II, I and III subunit K
ENSG00000231584.8	104	87	98	129	114	127	FAHD2CP	chr2	transcribed_unprocessed_pseudogene	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
ENSG00000253138.5	0	0	0	0	1	0	LINC00967	chr8	lncRNA	long intergenic non-protein coding RNA 967
ENSG00000154803.13	653	688	819	875	796	768	FLCN	chr17	protein_coding	folliculin
ENSG00000273110.1	0	0	4	4	3	2	RP11-350G8.9	chr1	lncRNA	--
ENSG00000163995.21	94	72	106	177	180	164	ABLIM2	chr4	protein_coding	actin binding LIM protein family member 2
ENSG00000220130.1	0	0	0	1	0	0	RP1-72A23.3	chr6	processed_pseudogene	--
ENSG00000112837.17	1112	958	1241	1637	1660	1818	TBX18	chr6	protein_coding	T-box transcription factor 18
ENSG00000115685.15	1896	1714	2384	1448	1305	1406	PPP1R7	chr2	protein_coding	protein phosphatase 1 regulatory subunit 7
ENSG00000092929.12	2661	2291	2998	789	602	638	UNC13D	chr17	protein_coding	unc-13 homolog D
ENSG00000184557.4	593	616	708	575	529	614	SOCS3	chr17	protein_coding	suppressor of cytokine signaling 3
ENSG00000251196.1	2	1	1	0	0	0	RP11-54F2.1	chr5	unprocessed_pseudogene	--
ENSG00000249379.2	50	50	36	19	25	37	RP1-27K12.4	chr6	lncRNA	--
ENSG00000171793.16	4013	3479	4480	3569	3643	3452	CTPS1	chr1	protein_coding	CTP synthase 1
ENSG00000251314.2	0	0	0	1	1	1	CTD-2337A12.1	chr5	lncRNA	--
ENSG00000050344.9	415	432	482	306	374	369	NFE2L3	chr7	protein_coding	nuclear factor, erythroid 2 like 3
ENSG00000143494.16	42	61	73	138	175	186	VASH2	chr1	protein_coding	vasohibin 2
ENSG00000107968.10	381	368	517	614	562	616	MAP3K8	chr10	protein_coding	mitogen-activated protein kinase kinase kinase 8
ENSG00000206538.9	214	227	259	306	377	384	VGLL3	chr3	protein_coding	vestigial like family member 3
ENSG00000120437.9	2479	2340	2947	2135	1931	1941	ACAT2	chr6	protein_coding	acetyl-CoA acetyltransferase 2
ENSG00000139289.14	1167	1101	1386	1415	1528	1569	PHLDA1	chr12	protein_coding	pleckstrin homology like domain family A member 1
ENSG00000189079.17	518	517	620	661	690	647	ARID2	chr12	protein_coding	AT-rich interaction domain 2
ENSG00000129244.9	3	0	5	0	0	0	ATP1B2	chr17	protein_coding	ATPase Na+/K+ transporting subunit beta 2
ENSG00000005059.16	677	613	795	533	599	507	MCUB	chr4	protein_coding	mitochondrial calcium uniporter dominant negative subunit beta
ENSG00000169247.14	37	26	34	31	33	32	SH3TC2	chr5	protein_coding	SH3 domain and tetratricopeptide repeats 2
ENSG00000124749.17	11	5	14	20	11	18	COL21A1	chr6	protein_coding	collagen type XXI alpha 1 chain
ENSG00000231940.1	2	4	4	4	10	9	RPS7P3	chr1	processed_pseudogene	ribosomal protein S7 pseudogene 3
ENSG00000138182.15	602	535	653	749	749	750	KIF20B	chr10	protein_coding	kinesin family member 20B
ENSG00000134962.7	10	4	6	4	8	12	KLB	chr4	protein_coding	klotho beta
ENSG00000143278.5	23	16	14	105	108	143	F13B	chr1	protein_coding	coagulation factor XIII B chain
ENSG00000153201.16	1649	1383	1792	2041	2070	2438	RANBP2	chr2	protein_coding	RAN binding protein 2
ENSG00000259366.1	6	3	3	7	10	10	CTD-2647L4.4	chr8	lncRNA	--
ENSG00000145242.14	2	2	0	0	2	5	EPHA5	chr4	protein_coding	EPH receptor A5
ENSG00000163754.18	1759	1608	2047	2014	2076	2194	GYG1	chr3	protein_coding	glycogenin 1
ENSG00000233593.10	56	48	83	77	68	68	LINC02609	chr1	lncRNA	long intergenic non-protein coding RNA 2609
ENSG00000258225.1	0	1	0	0	0	0	RP11-136F16.1	chr12	lncRNA	--
ENSG00000240342.3	6061	5297	6640	2949	2652	2455	RPS2P5	chr12	processed_pseudogene	ribosomal protein S2 pseudogene 5
ENSG00000266903.2	132	82	136	195	153	198	CEACAM16-AS1	chr19	lncRNA	CEACAM16, CEACAM19 and PVR antisense RNA 1
ENSG00000197142.11	61	34	62	90	88	116	ACSL5	chr10	protein_coding	acyl-CoA synthetase long chain family member 5
ENSG00000169410.10	1254	1213	1469	1944	1997	2079	PTPN9	chr15	protein_coding	protein tyrosine phosphatase non-receptor type 9
ENSG00000115286.20	1830	1576	2119	1914	1752	1547	NDUFS7	chr19	protein_coding	NADH:ubiquinone oxidoreductase core subunit S7
ENSG00000219150.2	0	0	0	0	0	1	RP11-569A2.2	chr6	processed_pseudogene	--
ENSG00000253356.1	53	64	112	63	110	68	RP11-90P5.2	chr8	lncRNA	--
ENSG00000158691.15	112	97	102	218	157	182	ZSCAN12	chr6	protein_coding	zinc finger and SCAN domain containing 12
ENSG00000250021.7	122	119	143	71	67	76	ARPIN-AP3S2	chr15	protein_coding	ARPIN-AP3S2 readthrough
ENSG00000156599.11	2961	2587	3515	3159	3022	3298	ZDHHC5	chr11	protein_coding	zinc finger DHHC-type palmitoyltransferase 5
ENSG00000188818.12	74	60	106	273	273	265	ZDHHC11	chr5	protein_coding	zinc finger DHHC-type containing 11
ENSG00000103005.12	2366	2375	2971	1703	1624	1674	USB1	chr16	protein_coding	U6 snRNA biogenesis phosphodiesterase 1
ENSG00000105738.11	1454	1278	1751	2205	2168	2366	SIPA1L3	chr19	protein_coding	signal induced proliferation associated 1 like 3
ENSG00000117245.13	19	23	24	81	73	84	KIF17	chr1	protein_coding	kinesin family member 17
ENSG00000228830.1	87	99	138	123	158	115	RP4-781K5.2	chr1	lncRNA	--
ENSG00000131236.18	6749	6133	7801	5441	5121	5462	CAP1	chr1	protein_coding	cyclase associated actin cytoskeleton regulatory protein 1
ENSG00000187713.7	996	901	1090	1134	1054	1127	TMEM203	chr9	protein_coding	transmembrane protein 203
ENSG00000198720.13	430	367	537	586	481	575	ANKRD13B	chr17	protein_coding	ankyrin repeat domain 13B
ENSG00000229372.1	2	3	0	1	2	1	SZT2-AS1	chr1	lncRNA	SZT2 antisense RNA 1
ENSG00000223723.1	1	0	1	0	1	0	TFDP1P2	chrX	processed_pseudogene	TFDP1 pseudogene 2
ENSG00000185565.12	13	9	15	12	2	19	LSAMP	chr3	protein_coding	limbic system associated membrane protein
ENSG00000164167.12	325	377	420	339	304	303	LSM6	chr4	protein_coding	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000158125.10	78	63	78	96	89	73	XDH	chr2	protein_coding	xanthine dehydrogenase
ENSG00000183691.6	4	5	6	9	10	7	NOG	chr17	protein_coding	noggin
ENSG00000123095.6	13	13	7	4	9	5	BHLHE41	chr12	protein_coding	basic helix-loop-helix family member e41
ENSG00000124181.14	778	686	859	1112	987	999	PLCG1	chr20	protein_coding	phospholipase C gamma 1
ENSG00000222112.1	0	1	0	1	0	2	RN7SKP16	chr1	misc_RNA	RN7SK pseudogene 16
ENSG00000163121.10	55	59	65	14	28	13	NEURL3	chr2	protein_coding	neuralized E3 ubiquitin protein ligase 3
ENSG00000075429.9	1	1	3	4	11	2	CACNG5	chr17	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 5
ENSG00000231889.7	22	35	35	47	50	62	TRAF3IP2-AS1	chr6	lncRNA	TRAF3IP2 antisense RNA 1
ENSG00000113658.18	951	988	1306	1028	1167	1125	SMAD5	chr5	protein_coding	SMAD family member 5
ENSG00000278957.1	1	0	3	2	0	7	RP11-89K21.2	chr2	TEC	--
ENSG00000252010.1	12	1	3	0	3	10	SCARNA5	chr2	scaRNA	small Cajal body-specific RNA 5
ENSG00000288695.1	5	3	2	2	3	7	RP11-177J6.2	chr4	protein_coding	--
ENSG00000112343.11	350	318	429	479	448	477	TRIM38	chr6	protein_coding	tripartite motif containing 38
ENSG00000286235.1	1844	1568	2213	1836	1770	1689	RP5-967N21.13	chr20	protein_coding	--
ENSG00000171161.13	1205	1062	1341	939	850	833	ZNF672	chr1	protein_coding	zinc finger protein 672
ENSG00000070961.16	1862	1567	2213	3387	3375	3827	ATP2B1	chr12	protein_coding	ATPase plasma membrane Ca2+ transporting 1
ENSG00000111726.13	1800	1661	2218	1763	1609	1722	CMAS	chr12	protein_coding	cytidine monophosphate N-acetylneuraminic acid synthetase
ENSG00000200953.1	0	0	0	1	0	0	Y_RNA	chr12	misc_RNA	--
ENSG00000123329.20	0	5	2	1	1	7	ARHGAP9	chr12	protein_coding	Rho GTPase activating protein 9
ENSG00000187959.9	5	4	1	6	9	3	CPSF4L	chr17	protein_coding	cleavage and polyadenylation specific factor 4 like
ENSG00000251350.2	0	4	0	5	7	2	LINC02475	chr4	lncRNA	long intergenic non-protein coding RNA 2475
ENSG00000272047.3	871	754	1070	1167	1069	1178	GTF2H5	chr6	protein_coding	general transcription factor IIH subunit 5
ENSG00000187550.9	16	10	20	126	104	123	SBK2	chr19	protein_coding	SH3 domain binding kinase family member 2
ENSG00000285820.1	0	0	2	0	0	1	RP11-305F14.1	chr9	lncRNA	--
ENSG00000271723.5	789	762	953	615	553	633	MROH7-TTC4	chr1	protein_coding	MROH7-TTC4 readthrough (NMD candidate)
ENSG00000238317.2	1	0	1	1	1	2	SNORD11	chr2	snoRNA	small nucleolar RNA, C/D box 11
ENSG00000278626.1	5	3	0	0	0	0	RP11-467L19.16	chr15	lncRNA	--
ENSG00000151062.15	0	0	2	0	1	0	CACNA2D4	chr12	protein_coding	calcium voltage-gated channel auxiliary subunit alpha2delta 4
ENSG00000154342.6	0	0	0	2	0	1	WNT3A	chr1	protein_coding	Wnt family member 3A
ENSG00000243224.1	5	5	11	16	9	5	RP5-1157M23.2	chr3	lncRNA	--
ENSG00000275064.1	0	0	0	0	1	0	PDE4DIPP5	chr1	unprocessed_pseudogene	PDE4DIP pseudogene 5
ENSG00000253641.6	0	0	0	2	2	2	LINCR-0001	chr8	lncRNA	--
ENSG00000287506.1	0	0	0	1	0	0	RP11-443G13.4	chr17	lncRNA	--
ENSG00000100234.12	38	13	8	11	23	12	TIMP3	chr22	protein_coding	TIMP metallopeptidase inhibitor 3
ENSG00000095059.16	12	34	27	61	65	50	DHPS	chr19	protein_coding	deoxyhypusine synthase
ENSG00000243479.3	140	146	157	192	136	162	MNX1-AS1	chr7	lncRNA	MNX1 antisense RNA 1 (head to head)
ENSG00000280129.1	2	5	1	6	5	6	RP11-298I3.3	chr14	TEC	--
ENSG00000285155.1	2	0	2	6	9	9	RP11-813C7.1	chr2	lncRNA	--
ENSG00000163110.15	4548	3823	5237	5371	5203	5719	PDLIM5	chr4	protein_coding	PDZ and LIM domain 5
ENSG00000259182.5	0	0	0	1	0	0	RP11-424I19.2	chr15	lncRNA	--
ENSG00000179954.16	2	2	3	20	13	21	SSC5D	chr19	protein_coding	scavenger receptor cysteine rich family member with 5 domains
ENSG00000233328.3	1	1	3	2	1	0	PFN1P1	chr1	processed_pseudogene	profilin 1 pseudogene 1
ENSG00000266129.1	0	0	0	0	1	1	SRP68P1	chr17	processed_pseudogene	signal recognition particle 68 pseudogene 1
ENSG00000107779.14	752	671	954	1025	1074	1156	BMPR1A	chr10	protein_coding	bone morphogenetic protein receptor type 1A
ENSG00000137074.20	1094	1000	1406	1096	1142	1004	APTX	chr9	protein_coding	aprataxin
ENSG00000178802.18	1645	1480	1895	2063	1845	1768	MPI	chr15	protein_coding	mannose phosphate isomerase
ENSG00000100938.18	1261	977	1368	1401	1392	1464	GMPR2	chr14	protein_coding	guanosine monophosphate reductase 2
ENSG00000274253.5	0	1	2	2	7	5	RP11-566K19.6	chr15	lncRNA	--
ENSG00000188219.15	0	2	6	6	1	1	POTEE	chr2	protein_coding	POTE ankyrin domain family member E
ENSG00000129167.10	1	5	2	6	4	11	TPH1	chr11	protein_coding	tryptophan hydroxylase 1
ENSG00000183495.14	1337	1186	1565	1577	1548	1591	EP400	chr12	protein_coding	E1A binding protein p400
ENSG00000100373.10	0	0	0	0	2	0	UPK3A	chr22	protein_coding	uroplakin 3A
ENSG00000213280.2	0	1	1	0	0	0	RP11-212P7.1	chr7	processed_pseudogene	--
ENSG00000130477.16	39	23	40	124	127	135	UNC13A	chr19	protein_coding	unc-13 homolog A
ENSG00000141434.12	0	1	0	0	0	0	MEP1B	chr18	protein_coding	meprin A subunit beta
ENSG00000211897.9	2	1	1	0	0	0	IGHG3	chr14	IG_C_gene	immunoglobulin heavy constant gamma 3 (G3m marker)
ENSG00000231233.1	0	1	4	1	3	0	CFAP58-DT	chr10	lncRNA	CFAP58 divergent transcript
ENSG00000161929.15	1	3	3	3	1	0	SCIMP	chr17	protein_coding	SLP adaptor and CSK interacting membrane protein
ENSG00000280092.1	0	0	0	0	1	1	AC002044.3	chr16	TEC	--
ENSG00000133393.13	1283	1237	1517	1814	1719	1730	CEP20	chr16	protein_coding	centrosomal protein 20
ENSG00000091879.14	3	3	2	1	0	1	ANGPT2	chr8	protein_coding	angiopoietin 2
ENSG00000277170.1	3	4	11	5	1	2	RP11-295D4.4	chr16	lncRNA	--
ENSG00000274997.2	20	7	6	0	1	2	H2AC12	chr6	protein_coding	H2A clustered histone 12
ENSG00000182771.19	53	34	53	50	42	62	GRID1	chr10	protein_coding	glutamate ionotropic receptor delta type subunit 1
ENSG00000176853.16	1272	1222	1656	1032	1058	1246	FAM91A1	chr8	protein_coding	family with sequence similarity 91 member A1
ENSG00000143819.13	13935	10996	15598	24794	22063	22490	EPHX1	chr1	protein_coding	epoxide hydrolase 1
ENSG00000274341.1	0	0	0	1	4	1	RP11-227G15.10	chr17	lncRNA	--
ENSG00000253404.1	22	0	18	40	27	26	AC034243.1	chr5	lncRNA	--
ENSG00000187243.16	18	10	10	31	11	17	MAGED4B	chrX	protein_coding	MAGE family member D4B
ENSG00000236008.3	0	0	1	1	0	0	LINC01814	chr2	lncRNA	long intergenic non-protein coding RNA 1814
ENSG00000220685.3	2	6	1	3	1	3	RP11-530A18.1	chr6	processed_pseudogene	--
ENSG00000142949.17	3332	3117	3625	4687	4491	4558	PTPRF	chr1	protein_coding	protein tyrosine phosphatase receptor type F
ENSG00000277778.2	7	2	3	0	1	3	PGM5P2	chr9	transcribed_unprocessed_pseudogene	phosphoglucomutase 5 pseudogene 2
ENSG00000235445.1	1	0	0	2	1	0	XXbac-B476C20.14	chr22	lncRNA	--
ENSG00000180673.9	0	0	0	1	0	0	EXOC5P1	chr4	processed_pseudogene	exocyst complex component 5 pseudogene 1
ENSG00000196470.12	441	397	540	648	595	636	SIAH1	chr16	protein_coding	siah E3 ubiquitin protein ligase 1
ENSG00000278737.1	0	6	1	5	8	8	RP11-325L12.7	chr15	lncRNA	--
ENSG00000243083.7	8	7	11	26	12	9	LINC00870	chr3	lncRNA	long intergenic non-protein coding RNA 870
ENSG00000121410.12	150	126	137	153	112	115	A1BG	chr19	protein_coding	alpha-1-B glycoprotein
ENSG00000243150.6	4	4	11	5	11	13	RP11-538P18.2	chr3	lncRNA	--
ENSG00000248468.2	26	29	30	12	10	5	RP11-517B11.4	chr3	lncRNA	--
ENSG00000148719.16	1386	1178	1649	1123	1003	1063	DNAJB12	chr10	protein_coding	DnaJ heat shock protein family (Hsp40) member B12
ENSG00000002746.15	381	326	457	451	391	467	HECW1	chr7	protein_coding	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
ENSG00000169223.15	9192	8265	11006	9412	8420	8091	LMAN2	chr5	protein_coding	lectin, mannose binding 2
ENSG00000280734.3	57	47	61	85	78	72	LINC01232	chr13	lncRNA	long intergenic non-protein coding RNA 1232
ENSG00000092200.13	16	10	16	18	23	37	RPGRIP1	chr14	protein_coding	RPGR interacting protein 1
ENSG00000242600.8	0	0	2	0	0	0	MBL1P	chr10	transcribed_unitary_pseudogene	mannose binding lectin 1, pseudogene
ENSG00000138442.10	1957	1769	2325	1418	1335	1475	WDR12	chr2	protein_coding	WD repeat domain 12
ENSG00000169288.18	620	565	772	625	572	594	MRPL1	chr4	protein_coding	mitochondrial ribosomal protein L1
ENSG00000283128.2	77	69	144	185	190	176	RP5-912I13.2	chr7	lncRNA	--
ENSG00000197763.20	183	168	195	216	232	182	TXNRD3	chr3	protein_coding	thioredoxin reductase 3
ENSG00000037042.9	952	840	1149	1086	911	990	TUBG2	chr17	protein_coding	tubulin gamma 2
ENSG00000271155.1	3	2	8	13	12	9	RP11-435O5.5	chr9	lncRNA	--
ENSG00000267980.1	37	50	37	35	28	51	AC007292.6	chr19	lncRNA	--
ENSG00000161249.21	1248	1205	1581	1118	1030	1036	DMKN	chr19	protein_coding	dermokine
ENSG00000121005.9	40	27	51	45	44	29	CRISPLD1	chr8	protein_coding	cysteine rich secretory protein LCCL domain containing 1
ENSG00000285560.1	0	0	0	0	0	1	CTD-3065B20.4	chr15	lncRNA	--
ENSG00000236104.3	186	156	225	203	227	206	ZBTB22	chr6	protein_coding	zinc finger and BTB domain containing 22
ENSG00000227666.1	0	0	1	0	1	0	CYCSP24	chr9	processed_pseudogene	CYCS pseudogene 24
ENSG00000250067.12	22	30	34	207	227	189	YJEFN3	chr19	protein_coding	YjeF N-terminal domain containing 3
ENSG00000173812.11	24820	21927	29345	24752	22575	22187	EIF1	chr17	protein_coding	eukaryotic translation initiation factor 1
ENSG00000174498.14	0	0	1	2	1	1	IGDCC3	chr15	protein_coding	immunoglobulin superfamily DCC subclass member 3
ENSG00000279502.1	0	0	0	0	1	1	RP11-354E23.4	chr10	TEC	--
ENSG00000131697.18	178	170	246	216	209	198	NPHP4	chr1	protein_coding	nephrocystin 4
ENSG00000148123.15	4	2	7	16	12	22	PLPPR1	chr9	protein_coding	phospholipid phosphatase related 1
ENSG00000134996.12	408	387	526	362	355	366	OSTF1	chr9	protein_coding	osteoclast stimulating factor 1
ENSG00000229116.3	0	0	0	1	0	1	RP11-20J15.3	chr10	lncRNA	--
ENSG00000235748.1	0	1	2	1	3	2	SEPTIN14P12	chr1	processed_pseudogene	septin 14 pseudogene 12
ENSG00000149809.17	564	501	750	836	712	720	TM7SF2	chr11	protein_coding	transmembrane 7 superfamily member 2
ENSG00000214530.10	896	762	1089	1151	984	996	STARD10	chr11	protein_coding	StAR related lipid transfer domain containing 10
ENSG00000126705.15	322	345	396	285	297	306	AHDC1	chr1	protein_coding	AT-hook DNA binding motif containing 1
ENSG00000279681.1	0	0	0	2	0	0	RP11-274A11.5	chr16	TEC	--
ENSG00000144118.14	1663	1613	1947	1154	1063	1151	RALB	chr2	protein_coding	RAS like proto-oncogene B
ENSG00000272701.3	5	1	1	2	4	0	MESTIT1	chr7	lncRNA	MEST intronic transcript 1, antisense RNA
ENSG00000164512.18	0	2	8	7	6	5	ANKRD55	chr5	protein_coding	ankyrin repeat domain 55
ENSG00000237187.9	51	98	94	259	286	287	NR2F1-AS1	chr5	lncRNA	NR2F1 antisense RNA 1
ENSG00000157445.15	13	11	11	9	13	12	CACNA2D3	chr3	protein_coding	calcium voltage-gated channel auxiliary subunit alpha2delta 3
ENSG00000113712.19	3639	3453	4507	4386	4153	4569	CSNK1A1	chr5	protein_coding	casein kinase 1 alpha 1
ENSG00000207175.1	0	0	0	2	0	1	RNU1-67P	chrX	snRNA	RNA, U1 small nuclear 67, pseudogene
ENSG00000103034.14	885	741	942	542	543	489	NDRG4	chr16	protein_coding	NDRG family member 4
ENSG00000196352.16	948	920	1049	1182	1249	1160	CD55	chr1	protein_coding	CD55 molecule (Cromer blood group)
ENSG00000184669.9	106	108	134	107	115	123	OR7E14P	chr11	transcribed_unprocessed_pseudogene	olfactory receptor family 7 subfamily E member 14 pseudogene
ENSG00000103024.8	870	827	996	1041	884	837	NME3	chr16	protein_coding	NME/NM23 nucleoside diphosphate kinase 3
ENSG00000236526.1	1	1	1	0	0	0	RP4-742J24.2	chr20	lncRNA	--
ENSG00000144230.17	0	0	1	0	0	0	GPR17	chr2	protein_coding	G protein-coupled receptor 17
ENSG00000131408.15	2504	2275	2782	3261	3172	2977	NR1H2	chr19	protein_coding	nuclear receptor subfamily 1 group H member 2
ENSG00000239636.1	4	0	2	3	1	1	TFAP2E-AS1	chr1	lncRNA	TFAP2E antisense RNA 1
ENSG00000124664.11	193	109	199	358	265	255	SPDEF	chr6	protein_coding	SAM pointed domain containing ETS transcription factor
ENSG00000239617.1	2	3	12	27	16	13	RPL32P27	chr12	processed_pseudogene	ribosomal protein L32 pseudogene 27
ENSG00000138798.13	26	19	31	75	70	69	EGF	chr4	protein_coding	epidermal growth factor
ENSG00000135740.17	46	28	46	73	89	75	SLC9A5	chr16	protein_coding	solute carrier family 9 member A5
ENSG00000232176.1	3	11	4	15	18	17	RP11-146N23.1	chr9	processed_pseudogene	--
ENSG00000231817.9	0	0	0	0	0	1	LINC01198	chr13	lncRNA	long intergenic non-protein coding RNA 1198
ENSG00000255248.9	118	117	183	360	412	402	MIR100HG	chr11	lncRNA	mir-100-let-7a-2-mir-125b-1 cluster host gene
ENSG00000276043.5	1188	1209	1493	642	564	634	UHRF1	chr19	protein_coding	ubiquitin like with PHD and ring finger domains 1
ENSG00000286101.1	0	0	0	1	3	0	RP11-714E5.2	chr2	lncRNA	--
ENSG00000112576.13	14124	11527	16393	14204	13184	13280	CCND3	chr6	protein_coding	cyclin D3
ENSG00000178015.5	3	5	5	5	2	1	GPR150	chr5	protein_coding	G protein-coupled receptor 150
ENSG00000164934.14	2266	2247	2770	2039	1981	1951	DCAF13	chr8	protein_coding	DDB1 and CUL4 associated factor 13
ENSG00000123411.15	51	63	91	79	122	132	IKZF4	chr12	protein_coding	IKAROS family zinc finger 4
ENSG00000250734.2	0	0	7	1	0	0	RP11-404E16.1	chr1	lncRNA	--
ENSG00000271401.1	1	2	1	1	3	0	RP11-171I2.3	chr2	lncRNA	--
ENSG00000112139.17	118	79	106	94	75	81	MDGA1	chr6	protein_coding	MAM domain containing glycosylphosphatidylinositol anchor 1
ENSG00000175063.17	3906	3480	4720	2143	1984	1924	UBE2C	chr20	protein_coding	ubiquitin conjugating enzyme E2 C
ENSG00000163636.11	2398	2218	2843	1687	1548	1638	PSMD6	chr3	protein_coding	proteasome 26S subunit, non-ATPase 6
ENSG00000232721.2	37	33	44	66	50	50	RP11-403I13.5	chr1	lncRNA	--
ENSG00000273428.4	0	3	8	32	24	22	RP4-539M6.22	chr22	lncRNA	--
ENSG00000272620.2	47	64	63	87	108	117	AFAP1-AS1	chr4	lncRNA	AFAP1 antisense RNA 1
ENSG00000241868.3	0	0	0	0	1	0	RN7SL434P	chr3	misc_RNA	RNA, 7SL, cytoplasmic 434, pseudogene
ENSG00000265474.1	2	3	6	1	2	3	AC010761.9	chr17	lncRNA	--
ENSG00000237940.3	1	0	0	5	9	4	LINC01238	chr2	lncRNA	long intergenic non-protein coding RNA 1238
ENSG00000235097.1	0	0	3	0	0	0	LINC00330	chr13	lncRNA	long intergenic non-protein coding RNA 330
ENSG00000282876.1	3	5	7	8	4	11	RP1-138B7.7	chr20	lncRNA	--
ENSG00000275676.1	1	5	2	2	4	4	RP11-101E5.1	chr9	lncRNA	--
ENSG00000072080.11	1	0	0	0	1	0	SPP2	chr2	protein_coding	secreted phosphoprotein 2
ENSG00000226329.2	3	0	1	0	0	0	AC005682.6	chr7	unprocessed_pseudogene	--
ENSG00000144677.15	680	623	748	700	645	652	CTDSPL	chr3	protein_coding	CTD small phosphatase like
ENSG00000273998.1	14	9	13	16	12	22	RP4-777L9.2	chr20	lncRNA	--
ENSG00000214176.9	89	85	123	89	80	73	PLEKHM1P1	chr17	transcribed_unprocessed_pseudogene	pleckstrin homology and RUN domain containing M1 pseudogene 1
ENSG00000164338.10	891	808	1001	359	327	374	UTP15	chr5	protein_coding	UTP15 small subunit processome component
ENSG00000287160.1	0	0	0	0	0	1	RP1-274L7.5	chrX	lncRNA	--
ENSG00000279368.1	0	0	0	0	2	0	RP1-80N2.4	chr6	TEC	--
ENSG00000249514.1	1	0	0	0	0	0	TMEM251P1	chr5	processed_pseudogene	transmembrane protein 251 pseudogene 1
ENSG00000166507.19	3	3	4	5	6	5	NDST2	chr10	protein_coding	N-deacetylase and N-sulfotransferase 2
ENSG00000177646.20	869	824	1063	691	706	716	ACAD9	chr3	protein_coding	acyl-CoA dehydrogenase family member 9
ENSG00000169567.13	12069	10650	14113	13278	12795	12663	HINT1	chr5	protein_coding	histidine triad nucleotide binding protein 1
ENSG00000141101.13	3838	3608	4358	2215	2203	2202	NOB1	chr16	protein_coding	NIN1 (RPN12) binding protein 1 homolog
ENSG00000123689.6	67	38	53	62	34	79	G0S2	chr1	protein_coding	G0/G1 switch 2
ENSG00000249572.1	15	16	15	11	10	21	CTD-2203K17.1	chr5	lncRNA	--
ENSG00000174915.12	1632	1424	1767	1494	1349	1426	PTDSS2	chr11	protein_coding	phosphatidylserine synthase 2
ENSG00000060718.22	12	4	12	9	25	22	COL11A1	chr1	protein_coding	collagen type XI alpha 1 chain
ENSG00000174718.12	473	400	527	670	601	667	RESF1	chr12	protein_coding	retroelement silencing factor 1
ENSG00000158158.12	599	576	781	392	431	409	CNNM4	chr2	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 4
ENSG00000121753.13	330	338	361	354	346	404	ADGRB2	chr1	protein_coding	adhesion G protein-coupled receptor B2
ENSG00000140521.17	1673	1576	1882	1783	1690	1793	POLG	chr15	protein_coding	DNA polymerase gamma, catalytic subunit
ENSG00000125285.6	5	6	7	17	5	11	SOX21	chr13	protein_coding	SRY-box transcription factor 21
ENSG00000145241.11	124	118	171	173	173	237	CENPC	chr4	protein_coding	centromere protein C
ENSG00000254718.6	1	0	7	6	4	0	CTD-2184C24.2	chr14	lncRNA	--
